City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
350,Ponta Do Sol,PT,32.6667,-17.1,64.71,65,84,10.11,broken clouds
351,Kudahuvadhoo,MV,2.6708,72.8944,81.45,71,100,18.84,overcast clouds
352,Garowe,SO,8.4054,48.4845,76.32,61,43,9.73,scattered clouds
353,Elk City,US,35.412,-99.4043,70.02,32,1,12.66,clear sky
354,Husavik,IS,66.0449,-17.3389,24.71,87,100,14.32,overcast clouds
355,Dangtu,CN,31.5723,118.4928,41.05,64,2,6.24,clear sky
356,Hinche,HT,19.15,-72.0167,83.62,76,54,7.92,broken clouds
357,Dogondoutchi,NE,13.6393,4.0287,85.68,15,42,7.31,scattered clouds
358,Basco,PH,20.4487,121.9702,77.49,80,99,26.91,overcast clouds
359,Flinders,AU,-34.5833,150.8552,70.21,94,100,1.01,moderate rain
360,Whitehorse,CA,60.7161,-135.0538,14.77,78,75,5.99,light snow
361,Talisayan,PH,6.9872,121.9272,79.86,83,97,3.51,overcast clouds
362,Saurimo,AO,-9.6608,20.3916,65.73,97,100,4.09,light rain
363,Deputatskiy,RU,69.3,139.9,-31.2,99,25,4.88,scattered clouds
364,Belyy Yar,RU,53.6039,91.3903,24.69,71,0,6.71,clear sky
365,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,70,100,21.77,overcast clouds
366,The Valley,AI,18.217,-63.0578,84.06,69,40,3.44,scattered clouds
367,San Martin,AR,-33.081,-68.4681,73.45,59,63,23.62,broken clouds
368,Arvika,SE,59.6553,12.5852,45.21,88,100,11.79,overcast clouds
369,Ankang,CN,32.68,109.0172,44.51,74,0,1.21,clear sky
370,Jackson,US,42.4165,-122.8345,51.04,75,1,0.0,clear sky
371,Riyadh,SA,24.6877,46.7219,60.94,34,0,4.38,clear sky
372,Reconquista,AR,-29.15,-59.65,93.47,34,2,10.8,clear sky
373,Fallon,US,39.4735,-118.7774,43.29,38,1,4.61,clear sky
374,Komsomolskiy,UZ,40.4272,71.7189,44.02,44,1,1.77,clear sky
375,Flums,CH,47.0906,9.343,46.54,78,2,7.18,clear sky
376,Yuryevets,RU,57.3201,43.1041,28.49,92,100,18.28,snow
377,Kidal,ML,18.4411,1.4078,80.85,25,3,10.2,clear sky
378,Upernavik,GL,72.7868,-56.1549,27.99,94,100,30.85,snow
379,Mweka,CD,-4.85,21.5667,67.57,99,100,3.74,overcast clouds
380,Tommot,RU,58.9564,126.2925,-16.4,99,88,0.98,overcast clouds
381,Kabinda,CD,-6.1333,24.4833,68.45,86,81,2.55,broken clouds
382,Novo Aripuana,BR,-5.1206,-60.3797,83.41,76,98,1.5,overcast clouds
383,Shelburne,CA,44.0787,-80.2041,42.67,71,100,15.32,overcast clouds
384,Lubango,AO,-14.9172,13.4925,62.06,44,6,3.56,clear sky
385,San Pedro,PH,14.35,121.0167,79.83,85,90,2.3,overcast clouds
386,Antsohihy,MG,-14.8796,47.9875,78.48,83,95,2.64,light rain
387,Teahupoo,PF,-17.8333,-149.2667,80.56,76,43,8.81,scattered clouds
388,Saposoa,PE,-6.934,-76.7716,79.41,96,100,0.76,overcast clouds
389,Sobolevo,RU,54.4299,31.8996,33.93,91,98,12.19,overcast clouds
390,Cap Malheureux,MU,-19.9842,57.6142,76.46,73,19,1.01,few clouds
391,Skala,PL,50.2305,19.8536,35.08,91,6,1.14,clear sky
392,Hasaki,JP,35.7333,140.8333,35.89,48,0,5.55,clear sky
393,Udachnyy,RU,66.4167,112.4,-10.89,93,100,7.27,overcast clouds
394,Vila,PT,42.0304,-8.1588,40.33,78,87,4.88,overcast clouds
395,Pemba,MZ,-12.974,40.5178,80.92,77,37,14.03,scattered clouds
396,Poum,NC,-20.2333,164.0167,76.68,76,68,8.77,broken clouds
397,Kodiak,US,57.79,-152.4072,20.71,63,90,12.66,overcast clouds
398,Waipawa,NZ,-41.4122,175.5153,61.45,51,94,5.17,overcast clouds
399,Caraquet,CA,47.7941,-64.9386,37.94,67,94,14.27,overcast clouds
400,Peniche,PT,39.3558,-9.3811,56.62,73,68,24.83,broken clouds
401,West Fargo,US,46.875,-96.9004,21.2,68,90,15.01,overcast clouds
402,Qaqortoq,GL,60.7167,-46.0333,32.5,98,100,18.43,snow
403,Keffi,NG,8.8486,7.8736,80.98,43,100,2.68,overcast clouds
404,Bodden Town,KY,19.2833,-81.25,82.4,74,75,11.01,broken clouds
405,Ponta Delgada,PT,37.7333,-25.6667,64.51,72,75,11.5,broken clouds
406,Alenquer,BR,-1.9417,-54.7383,88.14,60,96,4.16,overcast clouds
407,Yeppoon,AU,-23.1333,150.7333,76.78,84,100,6.22,light rain
408,Manokwari,ID,-0.8667,134.0833,78.93,78,99,4.92,overcast clouds
409,Noumea,NC,-22.2763,166.4572,78.01,99,100,10.85,overcast clouds
410,Naryan-Mar,RU,67.6713,53.087,4.32,97,100,4.68,overcast clouds
411,Paracuru,BR,-3.41,-39.0306,84.22,78,70,13.56,broken clouds
412,Lakes Entrance,AU,-37.8811,147.981,65.57,93,100,6.44,overcast clouds
413,Batemans Bay,AU,-35.7167,150.1833,73.2,96,100,0.83,overcast clouds
414,Fomboni,KM,-12.28,43.7425,81.84,71,10,13.02,clear sky
415,Pullman,US,46.7313,-117.1796,43.03,79,1,4.0,clear sky
416,Otavi,NA,-19.65,17.3333,74.01,15,0,10.6,clear sky
417,Seoul,KR,37.5683,126.9778,42.31,93,0,1.14,clear sky
418,Porbandar,IN,21.6422,69.6093,75.56,54,2,7.43,clear sky
419,Tautira,PF,-17.7333,-149.15,86.02,77,41,8.57,scattered clouds
420,Novoomskiy,RU,54.8415,73.3017,-2.18,84,84,0.0,smoke
421,Corning,US,42.1428,-77.0547,46.6,54,1,0.0,clear sky
422,Fairbanks,US,64.8378,-147.7164,-9.02,72,1,0.0,clear sky
423,Dukat,RU,62.55,155.55,-7.74,99,100,5.55,overcast clouds
424,Gondal,IN,21.9667,70.8,73.42,28,1,4.56,clear sky
425,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,82,5,10.36,clear sky
426,Malayal,PH,7.208,121.942,80.04,82,95,4.12,overcast clouds
427,Nikolayevka,RU,53.1257,47.2041,20.16,77,100,15.86,overcast clouds
428,Ballina,AU,-28.8667,153.5667,71.78,100,90,10.36,light rain
429,Todos Santos,MX,23.45,-110.2167,83.1,66,1,10.2,clear sky
430,Pisco,PE,-13.7,-76.2167,71.65,68,0,6.91,clear sky
431,Katangli,RU,51.7102,143.2326,33.24,88,100,14.7,light snow
432,Ketchikan,US,55.3422,-131.6461,40.98,93,90,32.21,heavy intensity rain
433,Gamba,GA,-2.65,10.0,76.05,91,99,4.21,overcast clouds
434,Halifax,CA,44.6453,-63.5724,33.8,91,90,5.99,light snow
435,Vanimo,PG,-2.6741,141.3028,77.09,86,100,4.18,overcast clouds
436,Margate,GB,51.3813,1.3862,45.3,86,100,1.01,overcast clouds
437,Lagoa,PT,39.05,-27.9833,63.45,77,72,34.14,broken clouds
438,Nicoya,CR,10.1483,-85.452,89.15,68,99,4.45,overcast clouds
439,Sakaraha,MG,-22.9,44.5333,69.67,87,72,7.0,broken clouds
440,Djambala,CG,-2.5447,14.7533,69.15,90,100,2.26,light rain
441,Celestun,MX,20.8667,-90.4,79.02,56,3,14.03,clear sky
442,Boddam,GB,57.4667,-1.7833,41.38,70,73,31.72,broken clouds
443,Issoudun,FR,47.0,1.8333,35.51,93,90,6.91,mist
444,Mudgee,AU,-32.5943,149.5871,66.25,94,90,0.0,light intensity shower rain
445,Dzitbalche,MX,20.3167,-90.05,86.16,31,1,3.47,clear sky
446,Hermiston,US,45.8404,-119.2895,52.41,58,1,3.44,clear sky
447,Hit,IQ,33.6416,42.8251,61.84,52,100,5.46,overcast clouds
448,Khor,RU,47.8861,134.9464,-10.79,100,99,3.8,overcast clouds
449,Savannah Bight,HN,16.45,-85.85,75.25,60,96,10.31,overcast clouds
450,Plettenberg Bay,ZA,-34.0527,23.3716,58.71,80,8,8.59,clear sky
451,Labuhan,ID,-6.8844,112.2051,79.11,84,92,6.71,light rain
452,Dubrovka,RU,53.6907,33.5071,33.78,89,100,14.34,overcast clouds
453,Klaksvik,FO,62.2266,-6.589,40.12,66,93,42.14,overcast clouds
454,Buin,CL,-33.7333,-70.75,81.05,21,0,11.43,clear sky
455,Antofagasta,CL,-23.65,-70.4,65.48,68,19,8.86,few clouds
456,Dandong,CN,40.1292,124.3947,28.36,60,0,6.26,clear sky
457,Sioux Lookout,CA,50.1001,-91.917,16.18,79,90,10.36,light snow
458,Nioro,GM,13.35,-15.75,81.77,32,83,5.66,broken clouds
459,Avera,US,33.194,-82.5271,60.44,21,3,4.5,clear sky
460,Mecca,SA,21.4267,39.8261,75.07,68,0,3.94,clear sky
461,Prince Rupert,CA,54.3161,-130.3201,42.49,87,90,28.77,light rain
462,Garden City,US,42.3256,-83.331,49.91,51,90,13.8,overcast clouds
463,Freeport,US,40.6576,-73.5832,47.32,39,1,8.01,clear sky
464,Kaihua,CN,23.3687,104.28,50.29,93,100,2.37,overcast clouds
465,Xudat,AZ,41.631,48.681,40.91,90,100,15.68,overcast clouds
466,Shimoda,JP,34.6667,138.95,47.1,62,0,26.37,clear sky
467,Changji,CN,44.0167,87.3167,21.99,86,50,4.47,mist
468,Hamilton,US,39.1834,-84.5333,54.99,43,1,3.0,clear sky
469,Tahoua,NE,14.8888,5.2692,82.92,15,3,8.84,clear sky
470,Presidente Olegario,BR,-18.4178,-46.4181,81.19,59,79,5.3,broken clouds
471,Tocopilla,CL,-22.092,-70.1979,67.42,63,97,7.83,overcast clouds
472,Westport,US,41.1415,-73.3579,46.22,39,1,1.99,clear sky
473,Dilla,ET,6.41,38.31,66.79,52,86,3.31,overcast clouds
474,Bara,NG,10.3744,10.7288,79.59,21,100,5.68,overcast clouds
475,Banjar,ID,-8.19,114.9675,78.66,88,99,4.65,overcast clouds
476,Guilin,CN,25.2819,110.2864,46.51,69,27,2.24,scattered clouds
477,Trapani,IT,37.8333,12.6667,62.35,88,20,10.36,few clouds
478,Bethanien,NA,-26.502,17.1583,73.69,24,0,8.25,clear sky
479,Wagar,SD,16.1525,36.2032,77.18,54,0,10.51,clear sky
480,Okha,RU,53.5739,142.9478,30.61,90,84,4.47,broken clouds
481,Koumac,NC,-20.5667,164.2833,76.3,77,98,0.85,overcast clouds
482,Neiafu,TO,-18.65,-173.9833,81.28,78,40,4.61,scattered clouds
483,Rassvet,RU,46.8333,40.75,23.56,89,0,2.39,clear sky
484,Chikwawa,MW,-16.0335,34.8009,75.63,91,100,3.87,light rain
485,Benavente,ES,42.0025,-5.6783,45.0,84,100,9.17,overcast clouds
486,Mandalgarh,IN,25.2,75.1,66.38,64,0,3.31,clear sky
487,Menongue,AO,-14.6585,17.691,72.79,44,68,3.09,broken clouds
488,Tamandare,BR,-8.7597,-35.1047,79.68,77,1,10.22,clear sky
489,Mahon,ES,39.8885,4.2658,54.16,76,20,11.5,few clouds
490,Cornwall,CA,45.0181,-74.7281,40.96,48,1,9.22,clear sky
491,Severodvinsk,RU,64.5635,39.8302,12.31,91,100,5.23,overcast clouds
492,Tazmalt,DZ,36.3868,4.3989,52.25,84,74,5.3,broken clouds
493,Papetoai,PF,-17.4961,-149.8729,85.59,74,15,8.59,few clouds
494,Samarai,PG,-10.6167,150.6667,83.55,75,72,13.53,broken clouds
495,Saint George,US,37.1041,-113.5841,59.63,17,1,1.01,clear sky
496,Japura,ID,-0.3167,102.35,74.34,96,100,0.45,overcast clouds
497,Isangel,VU,-19.55,169.2667,73.51,100,90,0.0,light rain
498,Joshimath,IN,30.5667,79.5667,46.8,36,0,5.88,clear sky
499,Hearst,CA,49.6835,-83.6665,35.85,96,100,2.95,overcast clouds
500,Sovetskaya,RU,44.7769,41.1722,30.34,89,45,4.41,scattered clouds
501,Guanare,VE,9.0418,-69.7421,77.02,100,88,3.44,overcast clouds
502,Karaton,ID,-6.3424,106.1045,77.95,91,88,3.74,overcast clouds
503,Emerald,AU,-23.5333,148.1667,73.54,84,75,0.0,light rain
504,Krasnaya Gorbatka,RU,55.8703,41.7641,28.15,93,100,15.08,light snow
505,Shiyan,CN,32.6475,110.7781,45.77,72,0,5.86,clear sky
506,Portland,US,45.5234,-122.6762,49.6,89,90,1.01,mist
507,Nishihara,JP,26.1842,127.7558,61.88,67,75,4.61,broken clouds
508,Meulaboh,ID,4.1363,96.1285,74.84,84,99,2.98,overcast clouds
509,Maldonado,UY,-34.6667,-54.9167,87.19,32,1,11.65,clear sky
510,Nanakuli,US,21.3906,-158.1547,83.1,55,1,4.61,clear sky
511,Khani,GE,41.9563,42.9566,38.77,95,97,1.5,overcast clouds
512,Valle De Allende,MX,26.9333,-105.4,72.14,17,9,5.3,clear sky
513,Bonga,ET,7.2833,36.2333,63.81,72,85,1.28,overcast clouds
514,Karwar,IN,14.8,74.1333,77.2,84,64,8.23,broken clouds
515,Kashary,RU,49.04,41.0056,24.3,60,5,7.83,clear sky
516,Kisangani,CD,0.5167,25.2,73.92,75,34,1.14,scattered clouds
517,Pochutla,MX,15.7432,-96.4661,87.82,47,3,7.92,clear sky
518,Krasnyye Baki,RU,57.131,45.1599,23.07,92,100,12.01,light snow
519,Uvarovo,RU,51.9849,42.2615,25.25,55,100,18.84,overcast clouds
520,Teknaf,BD,20.8624,92.3058,70.63,66,8,4.45,clear sky
521,Bulgan,MN,48.8125,103.5347,18.1,72,10,4.65,clear sky
522,Luanda,AO,-8.8368,13.2343,78.8,78,40,9.22,scattered clouds
523,Fort Nelson,CA,58.8053,-122.7002,-6.21,77,75,2.3,light snow
524,Hambantota,LK,6.1241,81.1185,77.92,85,100,4.03,overcast clouds
525,Takoradi,GH,4.8845,-1.7554,80.78,84,37,6.55,scattered clouds
526,Ola,RU,59.5833,151.2833,12.69,80,9,11.43,clear sky
527,Kolokani,ML,13.5728,-8.0339,79.11,22,0,8.05,clear sky
528,Forbes,AU,-33.3833,148.0167,67.91,93,100,5.55,light rain
529,Sheridan,US,44.8333,-106.9173,33.31,67,90,1.01,overcast clouds
530,Ocala,US,29.1872,-82.1401,69.78,64,1,1.01,clear sky
531,Atherton,GB,53.5237,-2.4935,45.43,85,99,3.0,overcast clouds
532,Namibe,AO,-15.1961,12.1522,69.94,61,7,9.75,clear sky
533,Bahar,IR,34.9072,48.4414,44.04,44,94,4.72,overcast clouds
534,Monrovia,LR,6.3005,-10.7969,78.57,77,41,5.5,scattered clouds
535,Obihiro,JP,42.9172,143.2044,31.78,73,21,2.06,few clouds
536,Williams Lake,CA,52.1415,-122.1445,31.57,73,90,7.0,light snow
537,San Patricio,US,28.017,-97.5169,83.08,68,94,19.6,overcast clouds
538,Cidreira,BR,-30.1811,-50.2056,68.72,69,0,16.67,clear sky
539,Olinda,BR,-8.0089,-34.8553,83.93,70,40,8.05,scattered clouds
540,Santa Ana,US,33.7456,-117.8678,79.45,48,1,1.99,clear sky
541,Jambi,ID,-1.6,103.6167,74.7,96,95,2.28,overcast clouds
542,Awjilah,LY,29.1081,21.2869,69.69,32,3,6.06,clear sky
543,Ratnagiri,IN,16.9833,73.3,79.77,76,98,5.41,overcast clouds
544,Tarko-Sale,RU,64.9225,77.785,-6.52,95,100,11.1,overcast clouds
545,Miguel Alves,BR,-4.1656,-42.8953,86.22,53,91,3.78,overcast clouds
546,Szendro,HU,48.4,20.7333,32.81,77,4,0.49,clear sky
547,Kolomyya,UA,48.5306,25.0403,32.76,83,5,3.0,clear sky
548,Paita,PE,-5.0892,-81.1144,79.36,75,92,16.22,overcast clouds
549,Tezu,IN,27.9167,96.1667,61.36,63,11,3.76,few clouds
550,Zambezi,ZM,-13.5432,23.1047,67.96,82,100,8.21,overcast clouds
551,Shubarshi,KZ,48.5872,57.1869,8.76,83,51,11.25,broken clouds
552,Mwinilunga,ZM,-11.7358,24.4293,61.92,98,83,2.24,moderate rain
553,Dunmore East,IE,52.1514,-6.9861,39.69,82,0,6.91,clear sky
554,Creel,MX,27.75,-107.6333,55.24,41,21,16.49,few clouds
555,Paramonga,PE,-10.6667,-77.8333,68.83,79,100,10.56,overcast clouds
556,San Luis,AR,-33.295,-66.3356,85.44,38,79,16.15,light rain
557,Onega,RU,63.9061,38.1404,24.06,89,99,7.58,overcast clouds
558,Lola,GN,7.8,-8.5333,74.26,59,19,2.59,few clouds
559,Magburaka,SL,8.7167,-11.95,74.61,61,10,2.1,clear sky
560,San Jose,US,37.3394,-121.895,68.02,29,20,1.01,few clouds
561,Ravar,IR,31.2656,56.8055,54.68,51,0,2.21,clear sky
562,Porto Novo,BJ,6.4965,2.6036,84.02,81,99,7.76,overcast clouds
563,Sosnovka,RU,56.255,51.2842,13.93,88,95,8.1,overcast clouds
564,Mount Gambier,AU,-37.8333,140.7667,55.31,88,90,9.22,overcast clouds
565,Makokou,GA,0.5738,12.8642,71.71,93,100,2.13,overcast clouds
566,Nome,US,64.5011,-165.4064,-5.73,65,1,0.0,clear sky
567,Namanga,KE,-2.5433,36.7905,71.67,63,69,6.85,broken clouds
568,Acajutla,SV,13.5928,-89.8275,86.36,46,67,7.58,broken clouds
569,Ozernovskiy,RU,51.5,156.5167,38.19,94,100,16.55,light rain
570,Miandrivazo,MG,-19.5167,45.4667,78.93,83,77,3.09,light rain
571,Alekseyevsk,RU,57.8406,108.3492,16.41,96,100,4.18,light snow
572,Huarmey,PE,-10.0681,-78.1522,69.78,79,96,10.38,overcast clouds
573,Catalina,US,32.5056,-110.9211,71.46,42,86,1.01,overcast clouds
574,Krasnyy Chikoy,RU,50.3643,108.7512,10.92,95,99,2.51,overcast clouds
575,Umm Lajj,SA,25.0213,37.2685,76.64,56,17,8.79,few clouds
576,Navalmoral De La Mata,ES,39.8916,-5.5406,47.97,83,92,0.83,overcast clouds
577,Puerto Baquerizo Moreno,EC,-0.9,-89.6,76.19,69,20,12.66,few clouds
578,Bogorodskoye,RU,56.55,37.8833,34.07,96,100,14.88,light rain
579,Razdolnoye,RU,43.55,131.9167,5.41,80,73,2.51,broken clouds
580,Invermere,CA,50.5167,-116.0354,34.29,61,96,4.81,overcast clouds
581,Slupsk,PL,54.4641,17.0287,43.95,89,100,10.98,overcast clouds
582,Huntingdon,GB,52.3305,-0.1865,42.28,93,100,3.44,overcast clouds
583,Rio Grande,BR,-32.035,-52.0986,78.91,64,0,11.74,clear sky
584,Lajosmizse,HU,47.0213,19.5617,32.14,93,0,0.0,mist
585,Namatanai,PG,-3.6667,152.4333,81.59,74,37,5.91,light rain
586,Atlantis,ZA,-33.5667,18.4834,63.18,63,0,10.71,clear sky
587,Uttaradit,TH,17.6667,100.5,64.24,96,55,3.58,broken clouds
588,Angoche,MZ,-16.2325,39.9086,79.66,85,100,6.8,overcast clouds
589,Buala,SB,-8.145,159.5921,82.76,76,69,8.21,light rain
590,Kavieng,PG,-2.5744,150.7967,83.03,72,16,12.46,few clouds
591,Palmer,US,42.1584,-72.3287,43.03,23,20,1.01,few clouds
592,Weiser,US,44.251,-116.9693,46.62,71,9,1.68,clear sky
593,Nampula,MZ,-15.1165,39.2666,80.55,69,40,8.05,scattered clouds
594,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,73,40,14.97,scattered clouds
595,Sahuaripa,MX,29.05,-109.2333,80.06,29,12,6.6,few clouds
596,Ugoofaaru,MV,5.6667,73.0,78.51,83,100,15.05,light rain
597,Ayan,RU,56.45,138.1667,27.41,93,100,20.56,snow
598,Liuzhou,CN,24.3126,109.3892,54.59,63,96,2.95,overcast clouds
599,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,79.84,78,98,2.44,overcast clouds
600,Payakumbuh,ID,-0.2202,100.6308,69.06,89,100,3.56,overcast clouds
601,Urumqi,CN,43.801,87.6005,18.55,86,28,4.47,mist
602,Illapel,CL,-31.6308,-71.1653,73.17,42,0,8.37,clear sky
603,Canchungo,GW,12.0672,-16.0333,82.47,86,76,4.99,broken clouds
604,Beckley,US,37.7782,-81.1882,53.28,20,1,8.05,clear sky
605,Aykhal,RU,66.0,111.5,-10.52,98,100,7.11,overcast clouds
606,Barranca,PE,-10.75,-77.7667,68.2,78,100,10.49,overcast clouds
607,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,82,75,11.99,volcanic ash
608,Shorapur,IN,16.5167,76.75,71.6,89,34,6.08,scattered clouds
609,Zalari,RU,53.5584,102.5065,7.43,98,27,2.86,scattered clouds
610,Pingzhuang,CN,42.0372,119.2889,19.92,74,5,1.34,clear sky
611,Cabo San Lucas,MX,22.8909,-109.9124,84.61,50,1,9.22,clear sky
612,Nuevitas,CU,21.5453,-77.2644,80.04,68,99,11.9,overcast clouds
613,Mehamn,NO,71.0357,27.8492,24.75,86,75,6.91,broken clouds
614,Aden,YE,12.7794,45.0367,80.76,62,91,7.23,overcast clouds
615,Cabedelo,BR,-6.9811,-34.8339,83.07,76,4,12.33,clear sky
616,Foix,FR,42.8333,1.5833,41.99,97,100,0.92,overcast clouds
617,Olafsvik,IS,64.8945,-23.7142,35.8,91,100,22.46,overcast clouds
618,Kaka,TM,37.3482,59.6143,58.84,34,6,5.5,clear sky
619,Weymouth,US,42.2209,-70.9398,43.02,31,1,3.0,clear sky
620,Asfi,MA,32.2994,-9.2372,61.48,65,6,5.77,clear sky
621,Port Hedland,AU,-20.3167,118.5667,82.45,23,100,10.36,overcast clouds
622,Maracas,BR,-13.4411,-40.4308,67.39,84,99,3.53,overcast clouds
623,Duma,CN,34.7653,108.135,21.22,37,0,5.57,clear sky
624,Perth,AU,-31.9333,115.8333,64.58,60,0,11.5,clear sky
625,Anito,PH,12.4497,125.2886,79.47,90,99,9.64,light rain
626,Najran,SA,17.4924,44.1277,63.25,31,49,2.51,scattered clouds
627,Spitsevka,RU,45.1231,42.5125,30.61,87,99,3.89,overcast clouds
628,Nouakchott,MR,18.0858,-15.9785,84.13,35,100,6.11,overcast clouds
629,San Carlos,VE,9.6612,-68.5827,80.47,81,97,0.98,overcast clouds
630,Chekhov,RU,55.1431,37.4711,34.03,93,99,13.13,overcast clouds
631,Taoudenni,ML,22.6783,-3.9836,82.26,32,100,7.83,overcast clouds
632,Puebloviejo,CO,10.9938,-74.2844,84.38,74,75,4.61,broken clouds
633,Ulladulla,AU,-35.35,150.4667,69.87,94,100,4.25,overcast clouds
634,Alice Town,BS,25.7167,-79.3,70.97,64,100,17.85,overcast clouds
635,Ahuimanu,US,21.4447,-157.8378,82.85,58,40,8.05,scattered clouds
636,Dubai,AE,25.2582,55.3047,81.21,57,0,12.66,clear sky
637,Marienburg,PL,54.0359,19.0266,45.12,84,100,9.86,overcast clouds
638,Anaco,VE,9.4389,-64.4728,85.01,56,100,3.6,overcast clouds
639,Kitob,UZ,39.0843,66.8332,45.18,48,0,4.94,clear sky
640,Tianpeng,CN,30.9866,103.9393,41.47,75,1,1.34,clear sky
641,Sayville,US,40.7359,-73.0821,45.18,39,1,1.99,clear sky
642,Deyang,CN,31.1302,104.382,48.11,72,0,0.38,clear sky
643,Soverato,IT,38.685,16.5499,57.15,83,100,3.06,overcast clouds
644,Kupang,ID,-10.1667,123.5833,80.46,79,100,2.13,overcast clouds
645,Jining,CN,35.405,116.5814,39.69,53,0,4.59,clear sky
646,Burnie,AU,-41.0667,145.9167,60.03,63,5,7.54,clear sky
647,Fernley,US,39.608,-119.2518,49.46,35,3,4.05,clear sky
648,Daru,PG,-9.0763,143.2092,81.07,84,100,4.05,overcast clouds
649,Mayna,RU,54.1135,47.6231,19.11,74,100,17.0,light snow
650,Winton,US,37.3894,-120.6133,63.5,33,2,5.03,clear sky
651,Priiskovyy,RU,51.9333,116.6333,-8.43,93,98,0.92,overcast clouds
652,Andujar,ES,38.0392,-4.0508,53.2,80,100,2.24,overcast clouds
653,Asilah,MA,35.465,-6.0348,58.96,67,15,12.19,few clouds
654,Mao,ES,39.8885,4.2658,54.16,76,20,11.5,few clouds
655,Morehead,US,37.2711,-87.1764,60.15,35,1,3.0,clear sky
656,Iida,JP,35.5197,137.8207,36.41,95,79,1.54,broken clouds
657,Half Moon Bay,US,37.4636,-122.4286,68.05,31,1,11.5,clear sky
658,Beloha,MG,-25.1667,45.05,69.28,71,82,6.13,broken clouds
659,Tselinnoye,RU,53.0833,85.6667,32.61,98,100,16.58,snow
660,Manjeshwar,IN,12.7194,74.8861,77.95,88,98,5.17,overcast clouds
661,Snellville,US,33.8573,-84.0199,59.56,37,1,5.75,clear sky
662,Andenes,NO,69.3143,16.1194,22.98,86,0,4.61,light snow
663,Dwarka,IN,22.2394,68.9678,75.42,60,0,6.76,clear sky
664,Becerril,CO,9.7041,-73.2793,80.64,89,96,0.67,overcast clouds
665,Novoagansk,RU,61.9449,76.6625,-0.99,98,100,7.9,overcast clouds
666,Chake Chake,TZ,-5.2459,39.7666,77.83,90,64,6.93,broken clouds
667,Laguna,US,38.421,-121.4238,67.23,42,1,1.99,clear sky
668,Kenai,US,60.5544,-151.2583,21.15,82,75,3.44,light snow
669,Anchorage,US,61.2181,-149.9003,18.86,79,90,0.0,overcast clouds
670,Siniscola,IT,40.5719,9.6922,54.95,91,100,3.91,overcast clouds
671,Keflavik,IS,64.0049,-22.5624,34.23,64,90,6.91,overcast clouds
672,Kenitra,MA,34.261,-6.5802,61.84,72,45,9.93,scattered clouds
673,Elizabeth City,US,36.2946,-76.2511,50.2,40,1,1.01,clear sky
674,Seymchan,RU,62.8833,152.4333,-26.61,98,100,0.69,overcast clouds
675,Sol-Iletsk,RU,51.1631,54.9918,0.61,98,17,2.42,few clouds
676,Lugo,ES,43.0,-7.5,48.36,89,86,1.99,overcast clouds
677,Mayo,US,38.8876,-76.5119,50.13,45,1,1.01,clear sky
678,Raga,SS,8.4596,25.678,75.56,25,1,4.7,clear sky
679,Marsa Matruh,EG,31.3525,27.2453,61.0,82,0,0.0,clear sky
680,Mantua,IT,45.1667,10.7833,42.82,87,20,1.99,few clouds
681,Colomi,BO,-17.35,-65.8667,64.42,69,100,3.71,overcast clouds
682,Ruteng,ID,-8.6136,120.4721,61.45,85,100,1.07,overcast clouds
683,Plerin,FR,48.5425,-2.7798,45.63,96,90,3.0,mist
684,Humaita,BR,-7.5061,-63.0208,84.65,70,100,2.91,light rain
685,Broome,US,42.2506,-75.833,43.38,57,32,3.0,scattered clouds
686,Tecoanapa,MX,16.5167,-98.75,83.55,69,3,7.34,clear sky
