City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
205,East London,-33.0153,27.9116,68.86,84,100,18.07,ZA,2021-11-22 02:31:31
206,Coihaique,-45.5752,-72.0662,53.55,71,75,2.3,CL,2021-11-22 02:31:18
207,Saint George,37.1041,-113.5841,56.25,30,1,4.0,US,2021-11-22 02:31:32
208,Petropavlovsk-Kamchatskiy,53.0452,158.6483,36.19,60,75,17.9,RU,2021-11-22 02:31:32
209,Ornskoldsvik,63.2909,18.7153,14.95,92,94,5.75,SE,2021-11-22 02:31:33
210,Upernavik,72.7868,-56.1549,4.35,87,40,6.62,GL,2021-11-22 02:31:33
211,Fare,-16.7,-151.0167,79.99,68,0,4.47,PF,2021-11-22 02:31:34
212,Carnarvon,-24.8667,113.6333,75.27,43,0,19.57,AU,2021-11-22 02:31:35
213,Hobyo,5.3505,48.5268,79.02,68,84,13.44,SO,2021-11-22 02:31:36
214,Marathon,44.9,-89.7668,25.84,60,1,1.99,US,2021-11-22 02:31:37
215,Teguise,29.0605,-13.564,59.22,77,0,2.3,ES,2021-11-22 02:31:37
216,Virginia Beach,36.8529,-75.978,59.02,92,100,8.52,US,2021-11-22 02:29:31
217,Arman,59.7,150.1667,11.77,76,100,9.26,RU,2021-11-22 02:31:38
218,Beyneu,45.3167,55.2,36.27,71,11,12.03,KZ,2021-11-22 02:31:39
219,Longyearbyen,78.2186,15.6401,1.24,78,20,14.97,SJ,2021-11-22 02:31:39
220,Robertsport,6.7533,-11.3686,80.01,80,14,7.34,LR,2021-11-22 02:31:40
221,Maldonado,-34.6667,-54.9167,76.23,42,2,10.49,UY,2021-11-22 02:31:41
222,Burnie,-41.0667,145.9167,63.95,51,27,7.31,AU,2021-11-22 02:31:41
223,Vicam,27.6333,-110.2833,73.9,52,98,6.15,MX,2021-11-22 02:32:42
224,Necochea,-38.5473,-58.7368,58.03,79,6,10.42,AR,2021-11-22 02:32:43
225,Tuatapere,-46.1333,167.6833,51.15,92,100,4.21,NZ,2021-11-22 02:32:43
226,Klaksvik,62.2266,-6.589,45.52,83,100,31.41,FO,2021-11-22 02:32:44
227,Georgetown,5.4112,100.3354,84.15,80,20,1.99,MY,2021-11-22 02:30:33
228,Boca Do Acre,-8.7522,-67.3978,74.73,91,100,1.99,BR,2021-11-22 02:32:45
229,Tezu,27.9167,96.1667,68.79,75,95,0.45,IN,2021-11-22 02:32:45
230,Saldanha,-33.0117,17.9442,59.05,90,0,12.03,ZA,2021-11-22 02:32:46
231,Veraval,20.9,70.3667,81.21,68,100,9.31,IN,2021-11-22 02:32:47
232,Ushtobe,45.2514,77.9838,36.16,47,100,8.32,KZ,2021-11-22 02:32:47
233,Kutahya,39.4242,29.9833,31.89,72,4,3.62,TR,2021-11-22 02:32:48
234,Acarau,-2.8856,-40.12,78.53,82,42,11.99,BR,2021-11-22 02:32:48
235,Parkes,-33.1333,148.1833,70.02,51,83,10.36,AU,2021-11-22 02:32:49
236,Nome,64.5011,-165.4064,6.87,66,1,12.66,US,2021-11-22 02:32:49
237,Humaita,-7.5061,-63.0208,73.72,93,89,2.66,BR,2021-11-22 02:32:50
238,Pathein,16.7833,94.7333,83.41,69,27,5.93,MM,2021-11-22 02:32:50
239,Hay River,60.8156,-115.7999,1.38,85,75,3.44,CA,2021-11-22 02:32:51
240,Malpe,13.35,74.7167,76.3,85,40,3.62,IN,2021-11-22 02:32:51
241,Shagonar,51.5333,92.8,2.84,94,100,2.73,RU,2021-11-22 02:32:52
242,Yima,34.7381,111.8839,39.0,14,0,14.97,CN,2021-11-22 02:32:52
243,Parrita,9.5201,-84.3225,81.05,90,41,1.63,CR,2021-11-22 02:32:53
244,Houlton,46.1262,-67.8403,34.21,77,75,9.22,US,2021-11-22 02:31:07
245,Luwuk,-0.9516,122.7875,88.74,63,53,2.19,ID,2021-11-22 02:31:30
246,Caravelas,-17.7125,-39.2481,71.4,87,100,10.04,BR,2021-11-22 02:32:54
247,Andenes,69.3143,16.1194,28.38,93,90,8.05,NO,2021-11-22 02:32:55
248,Bathsheba,13.2167,-59.5167,79.41,78,40,12.66,BB,2021-11-22 02:32:56
249,Leh,34.1667,77.5833,17.02,59,0,2.42,IN,2021-11-22 02:32:56
250,Calabozo,8.9242,-67.4293,80.17,68,100,1.95,VE,2021-11-22 02:32:57
251,Paamiut,61.994,-49.6678,19.71,90,25,6.2,GL,2021-11-22 02:32:57
252,Saint-Joseph,-21.3667,55.6167,75.56,69,8,1.12,RE,2021-11-22 02:30:06
253,Airai,-8.9266,125.4092,77.38,50,100,1.79,TL,2021-11-22 02:32:58
254,Kodiak,57.79,-152.4072,27.91,37,1,6.91,US,2021-11-22 02:32:59
255,Vancouver,49.2497,-123.1193,44.73,90,40,1.01,CA,2021-11-22 02:32:59
256,Wattegama,6.7989,81.4808,76.12,72,80,3.65,LK,2021-11-22 02:33:00
257,Hofn,64.2539,-15.2082,41.95,63,75,12.64,IS,2021-11-22 02:33:00
258,Kaeo,-35.1,173.7833,73.33,78,100,5.23,NZ,2021-11-22 02:33:01
259,Caranavi,-15.8167,-67.55,68.41,81,100,0.78,BO,2021-11-22 02:33:02
260,Knysna,-34.0363,23.0471,66.58,95,96,3.74,ZA,2021-11-22 02:33:02
261,Rio Grande,-32.035,-52.0986,68.92,70,0,9.33,BR,2021-11-22 02:32:06
262,Kurilsk,45.2333,147.8833,38.64,55,28,1.54,RU,2021-11-22 02:33:03
263,Arraial Do Cabo,-22.9661,-42.0278,68.36,65,34,4.21,BR,2021-11-22 02:33:03
264,Merauke,-8.4667,140.3333,86.25,69,79,4.07,ID,2021-11-22 02:33:04
265,Porto Novo,6.4965,2.6036,82.22,88,11,4.07,BJ,2021-11-22 02:33:04
266,Uyuni,-20.4597,-66.825,53.76,45,75,3.56,BO,2021-11-22 02:33:05
267,Zyryanka,65.75,150.85,-13.5,100,100,2.91,RU,2021-11-22 02:33:05
268,Namibe,-15.1961,12.1522,67.03,81,94,5.19,AO,2021-11-22 02:33:06
269,Altar,30.7,-111.8167,70.92,23,100,4.32,MX,2021-11-22 02:33:06
270,Talisayan,6.9872,121.9272,87.71,66,75,6.91,PH,2021-11-22 02:34:07
271,Iracoubo,5.4802,-53.2011,78.67,86,11,8.03,GF,2021-11-22 02:34:08
272,Rundu,-17.9333,19.7667,73.51,59,99,6.44,NA,2021-11-22 02:34:08
273,Kuching,1.55,110.3333,80.82,89,20,1.14,MY,2021-11-22 02:34:09
274,Pedernales,18.0384,-71.744,78.04,73,72,2.86,DO,2021-11-22 02:34:10
275,Mirabad,30.4362,61.8383,55.17,20,0,2.89,AF,2021-11-22 02:34:10
276,Hasaki,35.7333,140.8333,59.4,86,100,29.44,JP,2021-11-22 02:34:11
277,Ketchikan,55.3422,-131.6461,45.07,93,90,4.61,US,2021-11-22 02:34:11
278,Olafsvik,64.8945,-23.7142,43.09,83,100,18.97,IS,2021-11-22 02:34:12
279,Plouzane,48.3833,-4.6167,43.12,87,75,11.5,FR,2021-11-22 02:34:13
280,Asfi,32.2994,-9.2372,62.47,75,64,6.55,MA,2021-11-22 02:34:13
281,Saint-Augustin,51.226,-58.6502,32.49,84,42,3.91,CA,2021-11-22 02:34:14
282,Verkhniye Sergi,56.6469,59.5556,22.17,91,100,14.56,RU,2021-11-22 02:34:14
283,Lidkoping,58.5052,13.1577,26.62,91,100,3.51,SE,2021-11-22 02:32:54
284,Rio Branco,-9.9747,-67.81,75.81,100,0,1.14,BR,2021-11-22 02:34:16
285,Bonavista,48.6499,-53.1147,28.4,59,80,9.22,CA,2021-11-22 02:34:16
286,North Bend,43.4065,-124.2243,49.86,91,1,8.05,US,2021-11-22 02:34:17
287,Kaliua,-5.0606,31.7936,67.37,86,100,1.14,TZ,2021-11-22 02:34:17
288,Dolores,-36.3132,-57.6792,58.35,67,5,7.45,AR,2021-11-22 02:34:18
289,Fernley,39.608,-119.2518,47.26,54,0,2.62,US,2021-11-22 02:34:18
290,San Matias,-16.3667,-58.4,74.41,94,100,3.47,BO,2021-11-22 02:34:19
291,Coquimbo,-29.9533,-71.3436,56.93,94,90,5.75,CL,2021-11-22 02:31:15
292,Bela Vista Do Paraiso,-22.9967,-51.1906,72.64,54,68,5.14,BR,2021-11-22 02:34:19
293,Shahrud,36.4182,54.9763,40.6,52,48,2.82,IR,2021-11-22 02:34:20
294,Beringovskiy,63.05,179.3167,0.01,99,98,13.31,RU,2021-11-22 02:34:21
295,Tshikapa,-6.4167,20.8,68.27,98,83,0.85,CD,2021-11-22 02:34:21
296,Quatre Cocos,-20.2078,57.7625,73.51,67,4,7.81,MU,2021-11-22 02:34:22
297,Aklavik,68.2191,-135.0107,-13.97,98,100,7.81,CA,2021-11-22 02:34:22
298,Jozefow,52.1371,21.2359,46.04,93,75,3.44,PL,2021-11-22 02:34:23
299,Nantucket,41.2835,-70.0995,57.04,88,90,17.27,US,2021-11-22 02:34:24
300,Tall Kayf,37.0833,41.0667,57.54,65,0,6.76,TR,2021-11-22 02:34:24
301,Disa,24.25,72.1667,77.7,61,8,4.81,IN,2021-11-22 02:34:25
302,Dali,25.7,100.1833,58.59,67,68,4.05,CN,2021-11-22 02:34:25
303,Biak,-0.9131,122.8766,85.62,64,58,0.63,ID,2021-11-22 02:34:26
304,Ayan,56.45,138.1667,10.81,60,10,5.93,RU,2021-11-22 02:34:26
305,Anekal,12.7,77.7,71.11,86,22,3.04,IN,2021-11-22 02:34:27
306,Sorland,67.667,12.6934,37.09,64,100,8.12,NO,2021-11-22 02:34:27
307,Tateyama,34.9833,139.8667,62.87,88,75,4.61,JP,2021-11-22 02:34:28
308,Wanning,18.8003,110.3967,81.81,70,1,7.9,CN,2021-11-22 02:34:29
309,Manhattan,40.7834,-73.9662,53.89,84,90,4.61,US,2021-11-22 02:31:07
310,Valparaiso,-33.0393,-71.6273,55.04,94,90,5.75,CL,2021-11-22 02:34:29
311,Jiaozuo,35.2397,113.2331,44.15,12,0,9.46,CN,2021-11-22 02:34:30
312,Ahipara,-35.1667,173.1667,67.91,83,100,4.74,NZ,2021-11-22 02:34:31
313,Zhezkazgan,47.8043,67.7144,30.38,76,77,25.84,KZ,2021-11-22 02:34:31
314,Nouakchott,18.0858,-15.9785,80.53,54,100,17.94,MR,2021-11-22 02:34:32
315,Port Hardy,50.6996,-127.4199,46.4,87,90,21.85,CA,2021-11-22 02:31:36
316,Halifax,44.6453,-63.5724,50.05,86,90,3.0,CA,2021-11-22 02:34:38
317,Bonthe,7.5264,-12.505,78.66,84,9,5.95,SL,2021-11-22 02:35:34
318,Barsukovskaya,44.7632,41.8191,39.34,92,39,2.93,RU,2021-11-22 02:35:34
319,Port Jervis,41.3751,-74.6927,50.7,68,100,5.26,US,2021-11-22 02:33:31
320,Chumikan,54.7183,135.315,6.8,76,100,2.3,RU,2021-11-22 02:35:35
321,Mezen,65.8522,44.24,18.84,96,100,3.74,RU,2021-11-22 02:35:36
322,Alcazar De San Juan,39.3901,-3.2083,47.59,87,91,5.88,ES,2021-11-22 02:35:36
323,Abu Samrah,35.3029,37.1841,54.9,70,9,2.71,SY,2021-11-22 02:35:37
324,Kanigoro,-8.13,112.219,86.77,66,38,0.76,ID,2021-11-22 02:35:37
325,Ozernovskiy,51.5,156.5167,36.63,68,71,9.31,RU,2021-11-22 02:35:38
326,Oda,35.1833,132.5,56.17,89,100,22.66,JP,2021-11-22 02:35:38
327,Khowst,33.3833,69.8833,52.3,21,1,6.96,AF,2021-11-22 02:35:39
328,Talnakh,69.4865,88.3972,-18.76,77,26,9.24,RU,2021-11-22 02:35:39
329,Los Llanos De Aridane,28.6585,-17.9182,65.95,81,0,8.01,ES,2021-11-22 02:35:40
330,Xining,36.6167,101.7667,27.77,38,1,2.39,CN,2021-11-22 02:35:41
331,Zhigansk,66.7697,123.3711,-30.8,99,100,4.12,RU,2021-11-22 02:35:41
332,Dondo,-19.6094,34.7431,75.09,85,100,3.78,MZ,2021-11-22 02:35:42
333,Goderich,43.7501,-81.7165,44.92,81,82,23.02,CA,2021-11-22 02:35:42
334,Keuruu,62.2667,24.7,21.94,81,18,6.08,FI,2021-11-22 02:35:43
335,Ouegoa,-20.35,164.4333,83.98,53,0,7.9,NC,2021-11-22 02:35:43
336,Aguadilla,18.4275,-67.1541,78.85,96,90,1.99,PR,2021-11-22 02:35:44
337,Victoria,22.2855,114.1577,70.25,84,100,1.99,HK,2021-11-22 02:31:06
338,Leningradskiy,69.3833,178.4167,-14.75,99,46,3.38,RU,2021-11-22 02:35:45
339,Cayenne,4.9333,-52.3333,78.1,90,14,0.0,GF,2021-11-22 02:35:46
340,Kununurra,-15.7667,128.7333,96.78,38,75,8.05,AU,2021-11-22 02:32:53
341,Margate,51.3813,1.3862,45.88,82,17,27.04,GB,2021-11-22 02:35:47
342,Treviso,45.6667,12.245,48.33,90,90,1.99,IT,2021-11-22 02:35:47
343,Emerald,-23.5333,148.1667,89.74,33,40,13.8,AU,2021-11-22 02:35:47
344,Stornoway,58.2093,-6.3865,42.76,87,75,5.75,GB,2021-11-22 02:35:48
345,Jalu,29.0331,21.5482,60.1,59,3,5.73,LY,2021-11-22 02:35:48
346,Nouadhibou,20.931,-17.0347,70.41,73,100,10.65,MR,2021-11-22 02:35:49
347,Hambantota,6.1241,81.1185,77.34,88,0,4.61,LK,2021-11-22 02:35:49
348,Boa Vista,2.8197,-60.6733,76.98,83,75,3.44,BR,2021-11-22 02:31:33
349,Richards Bay,-28.783,32.0377,69.55,87,100,13.33,ZA,2021-11-22 02:35:51
350,Yumen,40.2833,97.2,30.33,33,0,12.93,CN,2021-11-22 02:35:51
351,Coahuayana,18.7333,-103.6833,83.68,86,0,3.87,MX,2021-11-22 02:35:52
352,Medicine Hat,50.0501,-110.6683,35.31,76,20,4.0,CA,2021-11-22 02:35:52
353,College,64.8569,-147.8028,-19.01,74,40,0.0,US,2021-11-22 02:35:53
354,Vostok,46.4856,135.8833,32.16,71,98,28.92,RU,2021-11-22 02:35:54
355,Tura,25.5198,90.2201,71.56,63,5,2.04,IN,2021-11-22 02:35:54
356,Padang,-0.9492,100.3543,84.25,62,79,1.43,ID,2021-11-22 02:31:11
357,Kahului,20.8947,-156.47,84.22,68,20,18.41,US,2021-11-22 02:35:55
358,Quelimane,-17.8786,36.8883,76.42,87,100,5.08,MZ,2021-11-22 02:35:55
359,Norman Wells,65.282,-126.8329,-21.96,76,75,0.0,CA,2021-11-22 02:35:56
360,Lagos,6.5833,3.75,80.92,94,5,0.96,NG,2021-11-22 02:36:56
361,Asau,46.4333,26.4,41.76,68,92,4.18,RO,2021-11-22 02:36:57
362,Marienburg,54.0359,19.0266,41.95,62,100,6.2,PL,2021-11-22 02:36:57
363,Aksarka,66.5606,67.7975,14.95,95,100,11.21,RU,2021-11-22 02:36:58
364,Luau,-10.7073,22.2247,63.59,99,100,3.2,AO,2021-11-22 02:36:58
365,Phalombe,-15.8064,35.6507,67.46,93,89,3.2,MW,2021-11-22 02:36:59
366,Axim,4.8699,-2.2405,78.91,88,27,6.62,GH,2021-11-22 02:36:59
367,Neiafu,-18.65,-173.9833,80.65,75,22,11.1,TO,2021-11-22 02:37:00
368,Sabang,5.8933,95.3214,81.01,74,98,4.32,ID,2021-11-22 02:37:00
369,Rudbar,30.15,62.6,55.53,20,0,4.81,AF,2021-11-22 02:37:01
370,Tiznit,29.5833,-9.5,60.64,67,96,1.97,MA,2021-11-22 02:37:02
371,Nancha,47.1333,129.2667,20.35,89,100,5.84,CN,2021-11-22 02:37:02
372,Kawalu,-7.3817,108.2082,86.13,68,68,2.33,ID,2021-11-22 02:37:03
373,Chandpur,29.15,78.2667,62.85,35,0,9.08,IN,2021-11-22 02:37:03
374,Port Lincoln,-34.7333,135.8667,65.44,64,98,11.92,AU,2021-11-22 02:37:04
375,Thinadhoo,0.5333,72.9333,81.66,77,94,12.62,MV,2021-11-22 02:37:04
376,Balykshi,47.0667,51.8667,41.0,81,75,20.13,KZ,2021-11-22 02:37:04
377,Krymsk,44.9293,37.9912,52.05,83,23,10.69,RU,2021-11-22 02:37:05
378,Okato,-39.2,173.8833,66.42,60,98,9.26,NZ,2021-11-22 02:37:06
379,Sinegorye,62.0788,150.477,-8.37,100,100,0.96,RU,2021-11-22 02:37:06
380,Martapura,-3.4167,114.85,86.09,74,40,6.91,ID,2021-11-22 02:37:07
381,Chiapa,18.4669,-96.945,59.58,98,85,1.03,MX,2021-11-22 02:37:08
382,Le Vauclin,14.5452,-60.8388,76.84,88,20,3.44,MQ,2021-11-22 02:37:08
383,The Valley,18.217,-63.0578,80.46,73,2,13.15,AI,2021-11-22 02:37:09
384,Smoky Lake,54.1169,-112.4686,33.96,100,100,4.61,CA,2021-11-22 02:37:09
385,Fort Nelson,58.8053,-122.7002,0.99,85,90,0.0,CA,2021-11-22 02:37:10
386,Arlit,18.7369,7.3853,71.46,24,1,1.92,NE,2021-11-22 02:37:10
387,Abay,49.6311,72.8539,34.18,96,100,25.61,KZ,2021-11-22 02:37:11
388,Baie-Comeau,49.2168,-68.1489,38.68,70,90,12.66,CA,2021-11-22 02:37:11
389,Corinto,37.9407,22.9573,59.54,85,0,2.24,GR,2021-11-22 02:37:12
390,Codrington,-38.2667,141.9667,66.83,56,94,12.88,AU,2021-11-22 02:37:12
391,Hamilton,39.1834,-84.5333,46.15,95,90,1.99,US,2021-11-22 02:36:26
392,Camopi,3.1655,-52.3158,72.32,100,65,2.08,GF,2021-11-22 02:37:13
393,Rawson,-43.3002,-65.1023,66.4,44,80,28.19,AR,2021-11-22 02:37:14
394,Nishihara,26.1842,127.7558,79.88,79,75,9.22,JP,2021-11-22 02:37:14
395,Mehamn,71.0357,27.8492,26.2,63,92,17.22,NO,2021-11-22 02:37:15
396,Port Blair,11.6667,92.75,84.33,76,10,12.46,IN,2021-11-22 02:37:15
397,Talara,-4.5772,-81.2719,63.72,87,62,11.74,PE,2021-11-22 02:37:16
398,Ternate,0.8,127.4,84.92,72,100,5.82,ID,2021-11-22 02:37:16
399,Oranjemund,-28.55,16.4333,62.65,82,100,6.42,NA,2021-11-22 02:37:17
400,Saint-Francois,46.4154,3.9054,38.48,99,90,1.14,FR,2021-11-22 02:37:17
401,Zaysan,47.4667,84.8667,22.66,70,100,2.46,KZ,2021-11-22 02:37:18
402,Lusambo,-4.9667,23.45,68.83,99,100,2.1,CD,2021-11-22 02:37:18
403,San Jose De Las Lajas,22.9614,-82.1511,72.52,88,30,3.02,CU,2021-11-22 02:37:19
404,Black River,18.0264,-77.8487,80.6,75,100,2.75,JM,2021-11-22 02:37:19
405,Kirakira,-10.4544,161.9205,85.62,67,33,6.2,SB,2021-11-22 02:37:19
406,Tabou,4.423,-7.3528,78.1,86,77,5.12,CI,2021-11-22 02:38:20
407,Kloulklubed,7.0419,134.2556,88.3,77,86,15.82,PW,2021-11-22 02:38:20
408,Champerico,14.3,-91.9167,81.03,77,26,3.44,GT,2021-11-22 02:38:21
409,Shakiso,5.75,38.9167,53.26,87,37,4.72,ET,2021-11-22 02:38:21
410,Blumberg,47.8406,8.5333,37.99,90,100,4.0,DE,2021-11-22 02:38:22
411,Zadar,44.1197,15.2422,59.65,93,75,0.0,HR,2021-11-22 02:38:22
412,Ocos,14.5094,-92.1933,81.0,77,19,1.74,GT,2021-11-22 02:38:23
413,Aykhal,66.0,111.5,-10.39,98,100,3.15,RU,2021-11-22 02:38:23
414,Kaoma,-14.7833,24.8,65.43,94,100,1.72,ZM,2021-11-22 02:38:24
415,Auki,-8.7676,160.7034,87.26,58,19,3.24,SB,2021-11-22 02:38:25
416,Kutum,14.2,24.6667,58.93,35,59,5.79,SD,2021-11-22 02:38:25
417,Teguldet,57.3064,88.1667,22.71,80,100,7.52,RU,2021-11-22 02:38:26
418,Okha,53.5739,142.9478,28.98,77,74,13.13,RU,2021-11-22 02:38:26
419,Atasu,48.6814,71.6433,31.86,96,100,27.56,KZ,2021-11-22 02:38:26
420,Kralendijk,12.15,-68.2667,80.58,78,100,8.05,BQ,2021-11-22 02:38:27
421,Medianeira,-25.2953,-54.0939,73.47,75,55,2.17,BR,2021-11-22 02:38:28
422,San Angelo,31.4638,-100.437,55.63,45,1,1.01,US,2021-11-22 02:38:28
423,Zhangye,38.9342,100.4517,36.52,21,0,1.61,CN,2021-11-22 02:38:29
424,Riyadh,24.6877,46.7219,68.14,34,62,11.12,SA,2021-11-22 02:38:20
425,Brae,60.3964,-1.353,46.31,89,100,24.56,GB,2021-11-22 02:38:30
426,Natal,-5.795,-35.2094,81.25,83,40,11.5,BR,2021-11-22 02:38:30
427,Ngora,1.4314,33.7772,66.65,70,79,1.83,UG,2021-11-22 02:38:31
428,Lata,40.1629,-8.3327,51.08,94,2,1.74,PT,2021-11-22 02:38:31
429,Macau,22.2006,113.5461,68.07,82,40,24.16,MO,2021-11-22 02:38:32
430,El Triunfo,-1.9333,-79.9667,73.76,69,94,6.71,EC,2021-11-22 02:38:32
431,Tudela,42.0617,-1.6045,44.47,75,100,5.06,ES,2021-11-22 02:38:33
432,Saurimo,-9.6608,20.3916,63.43,97,97,3.42,AO,2021-11-22 02:38:33
433,Jurm,36.8648,70.8342,40.44,40,48,3.18,AF,2021-11-22 02:38:34
434,Sivaki,52.6333,126.75,12.65,47,100,12.44,RU,2021-11-22 02:38:34
435,Amuntai,-2.4177,115.2494,92.23,54,99,2.21,ID,2021-11-22 02:38:34
436,Conde,-7.2597,-34.9075,78.26,83,40,6.91,BR,2021-11-22 02:38:35
437,Ouallam,14.3188,2.0866,77.79,18,58,9.69,NE,2021-11-22 02:38:35
438,Khuzhir,53.1939,107.3397,18.79,49,77,2.17,RU,2021-11-22 02:38:36
439,Voh,-20.9667,164.7,85.05,56,2,7.94,NC,2021-11-22 02:38:36
440,Dalvik,65.9702,-18.5286,44.53,82,88,9.66,IS,2021-11-22 02:38:37
441,Raduzhnyy,62.0961,77.475,16.36,90,100,13.0,RU,2021-11-22 02:38:37
442,Lavrentiya,65.5833,-171.0,-1.12,89,10,9.26,RU,2021-11-22 02:38:38
443,Dullewala,31.8359,71.4362,66.16,20,0,5.82,PK,2021-11-22 02:38:38
444,Orchard Homes,46.8633,-114.0484,35.33,74,1,4.0,US,2021-11-22 02:38:39
445,Kashary,49.04,41.0056,43.74,80,89,18.45,RU,2021-11-22 02:38:39
446,Susanville,40.4163,-120.653,33.8,75,5,1.01,US,2021-11-22 02:38:40
447,Port-Gentil,-0.7193,8.7815,79.81,85,100,6.78,GA,2021-11-22 02:38:40
448,Lloydminster,53.2835,-110.0016,26.28,79,90,11.5,CA,2021-11-22 02:38:41
449,Atar,20.5169,-13.0499,79.18,42,100,8.41,MR,2021-11-22 02:38:41
450,Pitimbu,-7.4706,-34.8086,79.39,74,17,10.38,BR,2021-11-22 02:38:42
451,Esna,25.2934,32.554,57.22,53,0,3.76,EG,2021-11-22 02:38:42
452,Balakhninskiy,58.0106,114.2769,-7.47,98,100,1.1,RU,2021-11-22 02:38:43
453,Manga,11.6636,-1.0731,74.88,20,7,4.68,BF,2021-11-22 02:38:44
454,Salinopolis,-0.6136,-47.3561,80.69,82,71,11.88,BR,2021-11-22 02:38:44
455,Amberley,39.2048,-84.428,45.46,92,90,1.01,US,2021-11-22 02:39:45
456,Viedma,-40.8135,-62.9967,65.7,47,80,3.6,AR,2021-11-22 02:39:45
457,Jobabo,20.9692,-76.2994,77.02,91,1,3.78,CU,2021-11-22 02:39:46
458,Gat,31.61,34.7642,57.81,100,7,8.28,IL,2021-11-22 02:39:46
459,Marsaxlokk,35.8419,14.5431,63.21,88,20,8.05,MT,2021-11-22 02:39:46
460,Huarmey,-10.0681,-78.1522,65.88,83,100,6.69,PE,2021-11-22 02:39:47
461,Basco,20.4487,121.9702,79.27,81,20,13.22,PH,2021-11-22 02:39:47
462,Chamba,32.5667,76.1333,60.85,26,0,7.31,IN,2021-11-22 02:39:48
463,Maniitsoq,65.4167,-52.9,24.03,76,85,9.42,GL,2021-11-22 02:39:48
464,Antofagasta,-23.65,-70.4,60.08,72,65,1.72,CL,2021-11-22 02:39:49
465,Saint-Georges,12.0564,-61.7485,80.28,83,20,14.97,GD,2021-11-22 02:39:50
466,Ambulu,-8.345,113.6058,87.35,61,75,1.86,ID,2021-11-22 02:39:50
467,Mianwali,32.5741,71.5264,65.17,23,0,2.68,PK,2021-11-22 02:39:51
468,Kyrylivka,46.3759,35.3675,46.72,90,12,13.76,UA,2021-11-22 02:39:51
469,Srednekolymsk,67.45,153.6833,-23.76,100,100,0.54,RU,2021-11-22 02:39:52
470,Bagua Grande,-5.7561,-78.4411,74.37,83,100,3.44,PE,2021-11-22 02:39:52
471,Berlevag,70.8578,29.0864,25.52,82,100,6.58,NO,2021-11-22 02:39:53
472,Manta,-0.95,-80.7333,71.38,88,90,8.05,EC,2021-11-22 02:39:53
473,Half Moon Bay,37.4636,-122.4286,64.24,68,1,0.0,US,2021-11-22 02:39:54
474,Esperance,-33.8667,121.9,76.84,57,53,11.9,AU,2021-11-22 02:39:54
